date,silica_concentrate
2017-09-09 07:00:00,2.2300000000000035
2017-09-09 08:00:00,2.149999999999995
2017-09-09 09:00:00,2.3000000000000074
2017-09-09 10:00:00,2.269999999999996
2017-09-09 11:00:00,1.6999999999999944
2017-09-09 12:00:00,2.5199999999999947
2017-09-09 13:00:00,2.4499999999999926
2017-09-09 14:00:00,2.870000000000003
2017-09-09 15:00:00,2.459999999999993
2017-09-09 16:00:00,2.360000000000009
2017-09-09 17:00:00,2.7400000000000064
2017-09-09 18:00:00,1.8300000000000007
2017-09-09 19:00:00,1.6500000000000004
2017-09-09 20:00:00,1.7099999999999989
2017-09-09 21:00:00,1.800000000000006
2017-09-09 22:00:00,1.9599999999999962
2017-09-09 23:00:00,1.7099999999999989
